Treatment,Date,Reel,Session (CamA),Minute,Time stamp,Origin,Arrival,Follower,Sex,X,Y,X_left,Y_left,X_right,Y_right,theta,Entry_raw,Entry,Notes
Bright-Dark,07/05/2021,6,1,15,1,Right,Left,,F,2043,1635,1583,1652,2272,1663,-0.0160,115.1261126,0.334183201,
Bright-Dark,07/05/2021,6,1,15,1,Right,Left,1,,,,,,,,,,,
Bright-Dark,07/05/2021,6,1,15,1,Right,Left,2,,,,,,,,,,,
Bright-Dark,07/05/2021,6,1,15,2,Right,Left,,F,1964,1627,1583,1652,2272,1663,-0.015963811,36.00847366,0.104523871,
Bright-Dark,07/05/2021,6,1,32,1,Right,Left,,M,2059,1642,1583,1652,2272,1663,-0.015963811,131.2358159,0.380945764,
Bright-Dark,07/05/2021,6,1,49,1,Right,Left,,M,1908,1640,1583,1652,2272,1663,-0.015963811,-19.77687015,-0.057407461,
Bright-Dark,07/05/2021,6,1,49,1,Right,Left,1,,,,,,,,,,,
Bright-Dark,07/05/2021,6,1,49,2,Right,Left,,M,1983,1619,1583,1652,2272,1663,-0.015963811,54.87834764,0.159298542,
Bright-Dark,07/05/2021,6,1,49,2,Right,Left,1,,,,,,,,,,,
Bright-Dark,07/05/2021,6,1,49,2,Right,Left,2,,,,,,,,,,,
Bright-Dark,07/05/2021,6,1,54,1,Right,Left,,M,1990,1658,1583,1652,2272,1663,-0.015963811,62.50001788,0.181422403,
Bright-Dark,07/05/2021,6,1,60,1,Right,Right,,M,1931,1655,1583,1652,2272,1663,-0.015963811,3.459646202,0.010042514,
Bright-Dark,10/05/2021,7,4,1,1,Right,Left,,F,2003,1605,1580,1631,2276,1643,-0.017239671,74.43721289,0.213900037,
Bright-Dark,10/05/2021,7,4,1,1,Right,Left,,F,1940,1632,1580,1631,2276,1643,-0.017239671,11.91202272,0.03422995,
Bright-Dark,10/05/2021,7,4,2,1,Right,Left,,M,1922,1635,1580,1631,2276,1643,-0.017239671,-6.033586038,-0.017337891,
Bright-Dark,10/05/2021,7,4,9,1,,,,,,,,,,,,,,
Bright-Dark,11/05/2021,8,1,9,1,Right,Left,,F,1974,1621,1581,1633,2273,1643,-0.014449861,46.74945423,0.13511403,
Bright-Dark,11/05/2021,8,1,9,1,Right,Left,1,,,,,,,,,,,
Bright-Dark,11/05/2021,8,1,9,1,Left,Left,1,,,,,,,,,,,
Bright-Dark,11/05/2021,8,1,10,1,Right,Left,,F,2045,1622,1581,1633,2273,1643,-0.014449861,117.7564914,0.34033668,
Bright-Dark,11/05/2021,8,1,10,1,Right,Left,1,,,,,,,,,,,
Bright-Dark,11/05/2021,8,1,14,1,,,,,,,,,,,,,,
Bright-Dark,11/05/2021,8,1,15,1,Right,Right,,M,2028,1593,1581,1633,2273,1643,-0.014449861,100.3392347,0.289997788,
Bright-Dark,11/05/2021,8,1,19,1,Right,Right,,M,2032,1602,1581,1633,2273,1643,-0.014449861,104.4688614,0.301933125,
Bright-Dark,11/05/2021,8,1,24,1,Right,Right,,,,,,,,,,,,
Bright-Dark,11/05/2021,8,1,29,1,Right,Left,,M,1979,1610,1581,1633,2273,1643,-0.014449861,51.5899893,0.149104015,
Bright-Dark,11/05/2021,8,1,29,2,?,Left,,M,1922,1588,1581,1633,2273,1643,-0.014449861,-5.721945934,-0.016537416,
Bright-Dark,11/05/2021,8,1,30,1,,,,,,,,,,,,,,
Bright-Dark,11/05/2021,8,1,31,1,Right,Right,,M,1997,1612,1581,1633,2273,1643,-0.014449861,69.61700886,0.201205228,
Bright-Dark,11/05/2021,8,1,38,1,Right,Right,,M,2077,1620,1581,1633,2273,1643,-0.014449861,149.7242519,0.432729052,
Bright-Dark,11/05/2021,8,1,41,1,Right,Right,,M,2023,1627,1581,1633,2273,1643,-0.014449861,95.8310349,0.276968309,
Bright-Dark,11/05/2021,8,1,46,1,Right,?,,M,1926,1620,1581,1633,2273,1643,-0.014449861,-1.259984054,-0.003641572,
Bright-Dark,11/05/2021,8,1,47,1,Right,Left,,F,1998,1602,1581,1633,2273,1643,-0.014449861,70.47241088,0.203677488,
Bright-Dark,11/05/2021,8,1,47,1,Left,Left,1,,,,,,,,,,,
Bright-Dark,11/05/2021,8,1,49,1,,,,,,,,,,,,,,
Bright-Dark,11/05/2021,8,1,54,1,?,Left,,M,2051,1622,1581,1633,2273,1643,-0.014449861,123.755865,0.35767591,loop
Bright-Dark,11/05/2021,8,2,7,1,Right,Right,,M,2037,1614,1581,1633,2273,1643,-0.014449861,109.6417317,0.316883618,
Bright-Dark,11/05/2021,8,2,8,1,?,Right,,M,1967,1613,1581,1633,2273,1643,-0.014449861,39.63459014,0.114550839,
Bright-Dark,13/05/2021,10,4,6,1,Right,Left,,M,1999,1617,1582,1650,2276,1665,-0.021610468,69.10849937,0.199159941,
Bright-Dark,13/05/2021,10,4,7,1,Right,Left,,M,1986,1610,1582,1650,2276,1665,-0.021610468,55.96027333,0.161268799,
Bright-Dark,13/05/2021,10,4,7,1,Right,Left,1,,,,,,,,,,,
Bright-Dark,13/05/2021,10,4,7,1,Right,Left,2,,,,,,,,,,,
Bright-Dark,13/05/2021,10,4,7,1,Right,Left,3,,,,,,,,,,,
Bright-Dark,13/05/2021,10,4,10,1,Right,Left,,M,1982,1634,1582,1650,2276,1665,-0.021610468,52.47981818,0.151238669,
Bright-Dark,13/05/2021,10,4,12,1,?,Left,,F,1853,1620,1582,1650,2276,1665,-0.021610468,-76.7925837,-0.221304276,zigzag
Bright-Dark,13/05/2021,10,4,17,1,,,,,,,,,,,,,,
Bright-Dark,13/05/2021,10,5,7,2,Left,Left,,F,1821,1628,1582,1650,2276,1665,-0.021610468,-108.6122415,-0.313003578,
Bright-Dark,13/05/2021,10,5,7,2,?,Left,1,,,,,,,,,,,
Bright-Dark,13/05/2021,10,5,10,1,,,,,,,,,,,,,,
Bright-Dark,13/05/2021,10,5,18,1,Right,Left,,F,1962,1633,1582,1650,2276,1665,-0.021610468,32.46287934,0.093552966,
Bright-Dark,13/05/2021,10,5,18,1,Right,Left,1,,,,,,,,,,,
Bright-Dark,13/05/2021,10,5,20,1,Right,Left,,M,2002,1635,1582,1650,2276,1665,-0.021610468,72.49675703,0.208924372,
Bright-Dark,13/05/2021,10,5,20,1,Right,Left,1,,,,,,,,,,,
Bright-Dark,13/05/2021,10,5,20,1,Right,Left,2,,,,,,,,,,,
Bright-Dark,13/05/2021,10,5,21,1,Left,Left,,M,1861,1628,1582,1650,2276,1665,-0.021610468,-68.62158139,-0.197756719,
Bright-Dark,14/05/2021,11,2,5,1,Left,Right,,M,1839,1611,1580,1644,2277,1656,-0.017214942,-90.15808805,-0.258703266,
Bright-Dark,14/05/2021,11,2,5,2,?,Left,,M,1902,1619,1580,1644,2277,1656,-0.017214942,-27.02971025,-0.077560144,
Bright-Dark,14/05/2021,11,2,5,2,Left,Left,1,,,,,,,,,,,
Bright-Dark,14/05/2021,11,2,8,1,Right,?,,M,2069,1616,1580,1644,2277,1656,-0.017214942,139.8939025,0.401417224,
Bright-Dark,14/05/2021,11,2,8,1,Right,Left,1,,,,,,,,,,,
Bright-Dark,14/05/2021,11,2,8,1,Right,Left,2,,,,,,,,,,,
Bright-Dark,14/05/2021,11,2,10,1,Left,Left,,M,1823,1614,1580,1644,2277,1656,-0.017214942,-106.104075,-0.304459326,
Bright-Dark,14/05/2021,11,2,11,1,Right,Left,,M,2008,1639,1580,1644,2277,1656,-0.017214942,79.2988652,0.227543372,
Bright-Dark,14/05/2021,11,2,11,2,?,Left,,M,1985,1627,1580,1644,2277,1656,-0.017214942,56.09570409,0.160963283,
Bright-Dark,14/05/2021,11,2,13,1,?,Right,,,,,,,,,,,,
Bright-Dark,14/05/2021,11,2,17,1,Left,Right,,M,1800,1610,1580,1644,2277,1656,-0.017214942,-129.1695234,-0.370644256,
Bright-Dark,14/05/2021,11,2,20,1,?,Right,,M,1849,1634,1580,1644,2277,1656,-0.017214942,-79.76364568,-0.228877032,
Bright-Dark,14/05/2021,11,2,20,2,,,,,,,,,,,,,,
Bright-Dark,14/05/2021,11,2,22,1,,,,,,,,,,,,,,
Bright-Dark,14/05/2021,11,2,24,1,Right,?,,M,2061,1617,1580,1644,2277,1656,-0.017214942,131.912302,0.378514496,
Bright-Dark,14/05/2021,11,2,27,1,Left,Left,,M,1887,1642,1580,1644,2277,1656,-0.017214942,-41.63156354,-0.119459293,
Bright-Dark,14/05/2021,11,2,33,1,Right,Left,,M,2010,1662,1580,1644,2277,1656,-0.017214942,81.69449296,0.234417483,
Bright-Dark,14/05/2021,11,2,34,1,?,Left,,M,,,,,,,,,,zigzag
Bright-Dark,14/05/2021,11,2,40,1,Right,?,,M,2042,1619,1580,1644,2277,1656,-0.017214942,112.9495455,0.324101996,
Bright-Dark,14/05/2021,11,2,43,1,Right,Left,,M,1943,1649,1580,1644,2277,1656,-0.017214942,14.48063739,0.041551327,
Bright-Dark,14/05/2021,11,2,45,1,Left,Right,,M,1746,1635,1580,1644,2277,1656,-0.017214942,-182.7311697,-0.524336212,
Bright-Dark,14/05/2021,11,2,46,1,Left,Left,,M,1943,1620,1580,1644,2277,1656,-0.017214942,13.98142873,0.040118877,
Bright-Dark,14/05/2021,11,2,47,1,?,Right,,M,2060,1655,1580,1644,2277,1656,-0.017214942,131.5665856,0.377522484,
Bright-Dark,14/05/2021,11,2,47,1,Left,Left,1,,,,,,,,,,,
Bright-Dark,14/05/2021,11,2,49,1,Right,Left,,F,1993,1622,1580,1644,2277,1656,-0.017214942,64.00844824,0.183668431,
Bright-Dark,17/05/2021,12,4,1,1,Right,Left,,M,1982,1634,1586,1630,2275,1644,-0.020316508,51.42842645,0.149284257,
Bright-Dark,17/05/2021,12,4,2,1,Left,Left,,M,1760,1618,1586,1630,2275,1644,-0.020316508,-170.8508005,-0.495938463,
Bright-Dark,17/05/2021,12,4,3,1,Left,Left,,M,1814,1594,1586,1630,2275,1644,-0.020316508,-117.3495073,-0.340637176,
Bright-Dark,17/05/2021,12,4,4,1,Right,Right,,M,1908,1614,1586,1630,2275,1644,-0.020316508,-22.96260413,-0.066654874,
Bright-Dark,17/05/2021,12,4,4,2,Left,Left,,M,1834,1606,1586,1630,2275,1644,-0.020316508,-97.1098534,-0.281886367,
Bright-Dark,17/05/2021,12,4,5,1,Left,Left,,F,1803,1624,1586,1630,2275,1644,-0.020316508,-127.7377839,-0.370791825,
Bright-Dark,17/05/2021,12,4,5,1,Left,Left,1,,,,,,,,,,,
Bright-Dark,17/05/2021,12,4,15,1,Right,Left,,M,2035,1640,1586,1630,2275,1644,-0.020316508,104.5393793,0.30345248,
Bright-Dark,17/05/2021,12,4,15,1,Right,?,1,,,,,,,,,,,
Bright-Dark,17/05/2021,12,4,16,1,Right,?,,M,2053,1617,1586,1630,2275,1644,-0.020316508,122.0684171,0.354335028,
Bright-Dark,17/05/2021,12,4,17,1,Right,?,,M,2036,1605,1586,1630,2275,1644,-0.020316508,104.8281441,0.304290694,
Bright-Dark,17/05/2021,12,4,17,1,Left,Right,1,,,,,,,,,,,
Bright-Dark,17/05/2021,12,4,17,1,Right,Left,2,,,,,,,,,,,
Bright-Dark,17/05/2021,12,4,17,2,Right,Left,,F,2030,1618,1586,1630,2275,1644,-0.020316508,99.09347878,0.287644351,
Bright-Dark,17/05/2021,12,4,17,2,Right,Left,1,,,,,,,,,,,
Bright-Dark,17/05/2021,12,4,17,3,Left,Left,,M,1953,1622,1586,1630,2275,1644,-0.020316508,22.19062995,0.06441402,
Bright-Dark,17/05/2021,12,4,17,3,Right,?,1,,,,,,,,,,,
Bright-Dark,17/05/2021,12,4,18,1,Right,?,,M,2072,1599,1586,1630,2275,1644,-0.020316508,140.698824,0.408414584,
Bright-Dark,17/05/2021,12,4,18,2,Right,Right,,M,2082,1621,1586,1630,2275,1644,-0.020316508,151.1436927,0.438733506,
Bright-Dark,17/05/2021,12,4,18,3,Right,Right,,M,2056,1612,1586,1630,2275,1644,-0.020316508,124.9662224,0.362746654,
Bright-Dark,17/05/2021,12,4,19,1,Right,?,,M,2034,1627,1586,1630,2275,1644,-0.020316508,103.2754893,0.299783713,
Bright-Dark,17/05/2021,12,4,20,1,Right,?,,M,2033,1599,1586,1630,2275,1644,-0.020316508,101.7068726,0.295230399,
Bright-Dark,17/05/2021,12,4,21,1,Right,?,,M,2043,1630,1586,1630,2275,1644,-0.020316508,,0,
Bright-Dark,17/05/2021,12,4,22,1,Right,Left,,M,2042,1615,1586,1630,2275,1644,-0.020316508,111.030057,0.322293344,
Bright-Dark,17/05/2021,12,4,22,2,Right,?,,M,2068,1599,1586,1630,2275,1644,-0.020316508,136.6996495,0.396805949,
Bright-Dark,17/05/2021,12,4,23,1,Right,Left,,M,2010,1609,1586,1630,2275,1644,-0.020316508,78.91477026,0.229070451,collision
Bright-Dark,17/05/2021,12,4,23,2,Right,?,,M,2047,1625,1586,1630,2275,1644,-0.020316508,116.2321762,0.337393835,
Bright-Dark,17/05/2021,12,4,24,1,Right,Left,,M,1968,1602,1586,1630,2275,1644,-0.020316508,36.78123216,0.106767002,
Bright-Dark,17/05/2021,12,4,24,2,Left,Left,,M,1825,1595,1586,1630,2275,1644,-0.020316508,-106.3314623,-0.308654462,
Bright-Dark,17/05/2021,12,4,24,3,Right,?,,M,2038,1604,1586,1630,2275,1644,-0.020316508,106.8074163,0.310036041,
Bright-Dark,17/05/2021,12,4,25,1,Right,?,,M,1884,1624,1586,1630,2275,1644,-0.020316508,-46.75450008,-0.135716981,
Bright-Dark,17/05/2021,12,4,26,1,Right,Left,,M,2006,1646,1586,1630,2275,1644,-0.020316508,75.66725482,0.2196437,
Bright-Dark,17/05/2021,12,4,27,1,Right,Left,,M,1931,1608,1586,1630,2275,1644,-0.020316508,-0.089241376,-0.000259046,
Bright-Dark,17/05/2021,12,4,28,1,Right,Left,,M,2056,1598,1586,1630,2275,1644,-0.020316508,124.6818109,0.361921077,
Bright-Dark,17/05/2021,12,4,28,1,Right,Left,1,M,,,,,,,,,,
Bright-Dark,17/05/2021,12,4,28,2,Right,Left,,M,2083,1638,1586,1630,2275,1644,-0.020316508,152.4888432,0.442638152,
Bright-Dark,17/05/2021,12,4,28,3,Right,Left,,F,2014,1620,1586,1630,2275,1644,-0.020316508,83.13741097,0.241327753,
Bright-Dark,17/05/2021,12,4,29,1,Right,Left,,M,2035,1613,1586,1630,2275,1644,-0.020316508,103.9908714,0.301860294,
Bright-Dark,17/05/2021,12,4,29,2,Right,Left,,M,2039,1609,1586,1630,2275,1644,-0.020316508,107.9087854,0.313233049,
Bright-Dark,17/05/2021,12,4,30,1,Left,Left,,,,,,,,,,,,
Bright-Dark,17/05/2021,12,4,30,2,Right,Left,,M,1952,1618,1586,1630,2275,1644,-0.020316508,21.10957589,0.061275982,
Bright-Dark,17/05/2021,12,5,2,1,Right,?,,M,2050,1623,1586,1630,2275,1644,-0.020316508,119.1909269,0.345982371,
Bright-Dark,17/05/2021,12,5,4,1,Right,Left,,M,2064,1612,1586,1630,2275,1644,-0.020316508,132.9645714,0.385963923,
Bright-Dark,17/05/2021,12,5,4,2,Left,Left,,F,1846,1603,1586,1630,2275,1644,-0.020316508,-85.17327521,-0.247237374,
Bright-Dark,17/05/2021,12,5,4,2,Left,Left,1,,,,,,,,,,,
Bright-Dark,17/05/2021,12,5,4,3,Right,?,,M,1992,1616,1586,1630,2275,1644,-0.020316508,61.06069074,0.177244385,
Bright-Dark,17/05/2021,12,5,5,1,Left,Right,,M,1816,1599,1586,1630,2275,1644,-0.020316508,-115.2483445,-0.33453801,
Bright-Dark,17/05/2021,12,5,5,2,Left,Right,,M,1843,1617,1586,1630,2275,1644,-0.020316508,-87.88824455,-0.255118272,
Bright-Dark,17/05/2021,12,5,5,3,Right,?,,M,2023,1620,1586,1630,2275,1644,-0.020316508,92.13555361,0.26744718,
Bright-Dark,17/05/2021,12,5,5,4,Right,Left,,M,2006,1628,1586,1630,2275,1644,-0.020316508,75.30158284,0.218582243,bird in tunnel
Bright-Dark,17/05/2021,12,5,7,1,Right,Right,,M,1963,1602,1586,1630,2275,1644,-0.020316508,31.78226402,0.092256209,
Bright-Dark,17/05/2021,12,5,7,1,Right,Left,,M,2077,1595,1586,1630,2275,1644,-0.020316508,145.6165317,0.422689497,3sec later
Bright-Dark,17/05/2021,12,5,7,3,Left,Right,,F,1859,1613,1586,1630,2275,1644,-0.020316508,-71.97280696,-0.208919614,
Bright-Dark,20/05/2021,15,1,15,1,Right,Left,,M,2023,1632,1586,1636,2276,1649,-0.018838351,91.78588486,0.266046043,
Bright-Dark,20/05/2021,15,1,15,1,Left,Left,1,,,,,,,,,,,
Bright-Dark,20/05/2021,15,1,16,1,Right,Left,,M,2000,1644,1586,1636,2276,1649,-0.018838351,69.01601274,0.200046414,
Bright-Dark,20/05/2021,15,1,16,3,Right,Left,,F,2043,1598,1586,1636,2276,1649,-0.018838351,111.1418701,0.322150348,
Bright-Dark,20/05/2021,15,1,16,3,Right,Left,1,,,,,,,,,,,
Bright-Dark,20/05/2021,15,1,16,4,Right,Left,,F,2013,1624,1586,1636,2276,1649,-0.018838351,81.63696133,0.236628873,
Bright-Dark,20/05/2021,15,1,16,4,Right,Left,1,,,,,,,,,,,
Bright-Dark,20/05/2021,15,1,21,1,Right,Left,,M,1988,1634,1586,1636,2276,1649,-0.018838351,56.82976961,0.16472397,
Bright-Dark,20/05/2021,15,1,21,2,Right,Left,,M,2029,1627,1586,1636,2276,1649,-0.018838351,97.69063406,0.283161258,
Bright-Dark,20/05/2021,15,1,21,3,Right,Left,,F,2024,1624,1586,1636,2276,1649,-0.018838351,92.63500953,0.268507274,
Bright-Dark,20/05/2021,15,1,21,3,Right,Left,1,,,,,,,,,,,
Bright-Dark,20/05/2021,15,29,14,1,Right,Left,,M,2061,1603,1586,1636,2276,1649,-0.018838351,129.2328624,0.374588007,
Bright-Dark,20/05/2021,15,29,18,1,Right,Left,,M,2009,1609,1586,1636,2276,1649,-0.018838351,77.35511252,0.224217717,
Bright-Dark,20/05/2021,15,29,19,1,Right,Left,,M,2036,1615,1586,1636,2276,1649,-0.018838351,104.4633452,0.302792305,
Dark-Bright,07/05/2021,6,2,17,1,Right,Right,,M,1952,1640,1584,1657,2275,1667,-0.01447077,22.17929843,0.064194786,
Dark-Bright,07/05/2021,6,3,11,1,Left,Right,,F,1854,1624,1584,1657,2275,1667,-0.01447077,-76.04196523,-0.220092519,
Dark-Bright,07/05/2021,6,3,16,1,Left,Right,,M,1813,1656,1584,1657,2275,1667,-0.01447077,-116.5746241,-0.337408463,
Dark-Bright,07/05/2021,6,3,16,2,Right,Right,,M,1991,1643,1584,1657,2275,1667,-0.01447077,61.21862593,0.177188498,
Dark-Bright,07/05/2021,6,3,17,1,Right,Right,,M,1959,1661,1584,1657,2275,1667,-0.01447077,29.48244109,0.08533268,
Dark-Bright,07/05/2021,6,3,17,2,Right,Right,,M,1999,1635,1584,1657,2275,1667,-0.01447077,69.10202622,0.200005865,
Dark-Bright,07/05/2021,6,3,20,1,Right,Right,,M,2024,1629,1584,1657,2275,1667,-0.01447077,94.01258713,0.272105896,
Dark-Bright,07/05/2021,6,3,22,1,Right,Right,,M,2002,1667,1584,1657,2275,1667,-0.01447077,72.56476059,0.210028251,
Dark-Bright,07/05/2021,6,3,22,2,Right,Right,,M,2024,1669,1584,1657,2275,1667,-0.01447077,94.59139773,0.27378118,
Dark-Bright,07/05/2021,6,3,24,1,Right,Right,,M,2016,1671,1584,1657,2275,1667,-0.01447077,86.62117585,0.250712521,
Dark-Bright,07/05/2021,6,3,25,1,Right,Right,,M,2040,1656,1584,1657,2275,1667,-0.01447077,110.4016091,0.31954156,
Dark-Bright,07/05/2021,6,3,25,2,Right,?,,M,2034,1647,1584,1657,2275,1667,-0.01447077,104.2720049,0.301800304,
Dark-Bright,07/05/2021,6,3,26,1,Right,Right,,M,2010,1641,1584,1657,2275,1667,-0.01447077,80.18769611,0.23209174,
Dark-Bright,07/05/2021,6,3,27,1,Right,Right,,M,2065,1663,1584,1657,2275,1667,-0.01447077,135.5002834,0.392186059,
Dark-Bright,07/05/2021,6,3,29,1,Right,Right,,M,2030,1666,1584,1657,2275,1667,-0.01447077,100.5473587,0.291019852,
Dark-Bright,07/05/2021,6,3,31,1,Right,Right,,M,1924,1643,1584,1657,2275,1667,-0.01447077,-5.774359183,-0.016713051,
Dark-Bright,07/05/2021,6,3,31,2,Right,Left,,M,2029,1664,1584,1657,2275,1667,-0.01447077,99.5185229,0.288042034,
Dark-Bright,07/05/2021,6,3,32,1,Right,Left,,M,2064,1673,1584,1657,2275,1667,-0.01447077,134.6450908,0.389710827,
Dark-Bright,07/05/2021,6,3,33,1,Right,Right,,M,1977,1666,1584,1657,2275,1667,-0.01447077,47.55290782,0.137635044,
Dark-Bright,10/05/2021,7,1,5,1,Left,Right,,M,1841,1625,1584,1633,2277,1644,-0.015871683,-89.70298597,-0.258883076,
Dark-Bright,10/05/2021,7,1,6,1,Right,Right,,M,1836,1594,1584,1633,2277,1644,-0.015871683,-95.19435773,-0.274731191,
Dark-Bright,10/05/2021,7,1,7,1,Right,Right,,M,2017,1625,1584,1633,2277,1644,-0.015871683,86.27484638,0.248989456,
Dark-Bright,10/05/2021,7,1,7,1,Right,Right,1,,,,,,,,,,,
Dark-Bright,10/05/2021,7,1,21,1,Right,Right,,F,2045,1605,1584,1633,2277,1644,-0.015871683,113.9538994,0.328871282,
Dark-Bright,10/05/2021,7,1,34,1,Right,Right,,F,1964,1611,1584,1633,2277,1644,-0.015871683,33.05932763,0.095409315,
Dark-Bright,10/05/2021,7,1,34,1,Right,Right,1,,,,,,,,,,,
Dark-Bright,10/05/2021,7,1,34,1,Left,Right,2,,,,,,,,,,,
Dark-Bright,10/05/2021,7,3,2,1,?,Right,,M,1891,1620,1584,1633,2277,1644,-0.015871683,-39.78863868,-0.114830126,
Dark-Bright,10/05/2021,7,3,2,1,Right,Right,1,,,,,,,,,,,
Dark-Bright,10/05/2021,7,3,2,1,Right,Right,2,,,,,,,,,,,
Dark-Bright,10/05/2021,7,3,2,1,Left,Right,3,,,,,,,,,,,
Dark-Bright,10/05/2021,7,3,6,1,?,Right,,F,1899,1589,1584,1633,2277,1644,-0.015871683,-32.28164782,-0.093164929,
Dark-Bright,10/05/2021,7,3,6,1,?,Right,1,,,,,,,,,,,
Dark-Bright,10/05/2021,7,3,14,1,Right,Right,,M,2014,1633,1584,1633,2277,1644,-0.015871683,83.40219237,0.240698968,
Dark-Bright,10/05/2021,7,3,22,1,,,,,,,,,,,,,,
Dark-Bright,10/05/2021,7,3,27,1,,,,,,,,,,,,,,
Dark-Bright,11/05/2021,8,4,3,1,Left,Right,,F,1911,1626,1584,1629,2275,1643,-0.02025772,-18.69876751,-0.05412089,
Dark-Bright,11/05/2021,8,4,4,1,Right,Right,,M,2010,1625,1584,1629,2275,1643,-0.02025772,80.26066328,0.232302933,
Dark-Bright,11/05/2021,8,4,5,1,Right,Right,,M,2001,1624,1584,1629,2275,1643,-0.02025772,71.24225357,0.206200444,
Dark-Bright,11/05/2021,8,4,7,1,Left,Right,,F,1793,1595,1584,1629,2275,1643,-0.02025772,-137.3025026,-0.397402323,
Dark-Bright,11/05/2021,8,4,7,1,Left,Right,1,,,,,,,,,,,
Dark-Bright,11/05/2021,8,4,27,1,Right,Right,,M,2028,1616,1584,1629,2275,1643,-0.02025772,98.07466301,0.28386299,
Dark-Bright,11/05/2021,8,4,34,1,Right,Right,,M,1966,1621,1584,1629,2275,1643,-0.02025772,36.18866588,0.104742882,
Dark-Bright,11/05/2021,8,4,34,1,Right,Right,1,,,,,,,,,,,
Dark-Bright,11/05/2021,8,4,35,1,Right,Right,,M,1971,1642,1584,1629,2275,1643,-0.02025772,41.61302301,0.120442903,
Dark-Bright,11/05/2021,8,4,37,1,Left,Right,,F,1731,1604,1584,1629,2275,1643,-0.02025772,-199.1074744,-0.576287914,
Dark-Bright,11/05/2021,8,4,37,1,Left,Right,1,,,,,,,,,,,
Dark-Bright,11/05/2021,8,4,44,1,Left,Right,,M,1908,1636,1584,1629,2275,1643,-0.02025772,-21.49558862,-0.062215886,
Dark-Bright,11/05/2021,8,4,44,1,Left,Right,1,,,,,,,,,,,
Dark-Bright,11/05/2021,8,4,44,1,Right,Right,2,,,,,,,,,,,
Dark-Bright,11/05/2021,8,4,51,1,?,Right,,M,1821,1602,1584,1629,2275,1643,-0.02025772,-109.1664533,-0.31596658,
Dark-Bright,11/05/2021,8,4,51,1,?,Right,1,,,,,,,,,,,
Dark-Bright,14/05/2021,11,4,4,1,Left,Right,,M,1862,1624,1582,1644,2272,1656,-0.017389551,-65.44227791,-0.189687762,
Dark-Bright,14/05/2021,11,4,6,1,Left,Right,,M,1759,1611,1582,1644,2272,1656,-0.017389551,-168.6527577,-0.488848573,
Dark-Bright,14/05/2021,11,4,8,1,Left,Right,,M,1834,1617,1582,1644,2272,1656,-0.017389551,-93.55976519,-0.271187725,
Dark-Bright,14/05/2021,11,4,8,2,Left,Right,,M,1783,1612,1582,1644,2272,1656,-0.017389551,-144.6389976,-0.419243471,
Dark-Bright,14/05/2021,11,4,8,2,Left,Right,1,,,,,,,,,,,
Dark-Bright,14/05/2021,11,4,9,1,Left,Right,,M,1849,1629,1582,1644,2272,1656,-0.017389551,-78.35336901,-0.227111215,
Dark-Bright,14/05/2021,11,4,9,1,Left,Right,1,,,,,,,,,,,
Dark-Bright,14/05/2021,11,4,9,1,Left,Right,2,,,,,,,,,,,
Dark-Bright,14/05/2021,11,4,12,1,Left,Right,,M,1806,1650,1582,1644,2272,1656,-0.017389551,-120.9817055,-0.35067161,
Dark-Bright,14/05/2021,11,4,13,1,Left,Left,,M,1866,1629,1582,1644,2272,1656,-0.017389551,-61.35593931,-0.177843302,
Dark-Bright,14/05/2021,11,4,13,2,?,Right,,F,1842,1629,1582,1644,2272,1656,-0.017389551,-85.35231065,-0.247398002,
Dark-Bright,14/05/2021,11,4,13,2,?,Right,1,,,,,,,,,,,
Dark-Bright,14/05/2021,11,4,14,1,Right,Right,,M,2018,1623,1582,1644,2272,1656,-0.017389551,90.51674708,0.262367383,
Dark-Bright,14/05/2021,11,4,14,2,Left,Right,,M,1862,1629,1582,1644,2272,1656,-0.017389551,-65.35533453,-0.189435752,
Dark-Bright,14/05/2021,11,4,14,2,Left,Right,1,,,,,,,,,,,
Dark-Bright,14/05/2021,11,4,14,3,Left,Right,,M,1906,1616,1582,1644,2272,1656,-0.017389551,-21.58803986,-0.062574029,
Dark-Bright,14/05/2021,11,4,15,1,Left,,,,,,,,,,,,,
Dark-Bright,14/05/2021,11,4,15,2,Right,Right,,M,1984,1628,1582,1644,2272,1656,-0.017389551,56.60883107,0.164083568,
Dark-Bright,14/05/2021,11,4,16,1,,,,,,,,,,,,,,
Dark-Bright,14/05/2021,11,4,16,2,Right,Right,,M,1988,1636,1582,1644,2272,1656,-0.017389551,60.74733569,0.176079234,
Dark-Bright,14/05/2021,11,4,17,1,Left,Right,,M,1896,1645,1582,1644,2272,1656,-0.017389551,-31.08225635,-0.090093497,
Dark-Bright,14/05/2021,11,4,17,2,Right,Right,,M,1966,1653,1582,1644,2272,1656,-0.017389551,39.04626944,0.113177593,
Dark-Bright,14/05/2021,11,4,18,1,Right,Right,,M,2026,1627,1582,1644,2272,1656,-0.017389551,98.58509223,0.285753891,
Dark-Bright,14/05/2021,11,4,24,1,,,,,,,,,,,,,,
Dark-Bright,14/05/2021,11,4,26,1,,,,,,,,,,,,,,
Dark-Bright,13/05/2021,10,1,2,1,Right,Right,,M,2006,1602,1583,1639,2277,1653,-0.020170175,75.09711324,0.216418194,
Dark-Bright,13/05/2021,10,1,2,1,Left,Right,1,,,,,,,,,,,
