Filename,Datetime (YYYYMMDDHHMMSS),Session,Minute,Category,Morph,,,,,,,,,
B009C0005_20210512145359_0019_t3.52.Still005.tif,20210512145359,5,19,C,11,,,,,,,,,
B009C0005_20210512145359_0020.2606.Still005.tif,20210512145359,5,20,C,12,,,,,,,,,
B009C0005_20210512145359_0020_t1.443.Still005.tif,20210512145359,5,20,C,undetermined,,,,,,,,,
B009C0005_20210512145359_0020_t2.359.Still005.tif,20210512145359,5,20,C,undetermined,,,,,,,,,
B009C0005_20210512145359_0020_t2.84.Still005.tif,20210512145359,5,20,C,5,,,,,,,,,
B009C0005_20210512145359_0021_t1.106.Still005.tif,20210512145359,5,21,C,5,,,,,,,,,
B009C0005_20210512145359_0023_t1.41.Still005.tif,20210512145359,5,23,C,undetermined,,,,,,,,,
B009C0005_20210512145359_0023_t2.446.Still005.tif,20210512145359,5,23,C,undetermined,,,,,,,,,
B009C0005_20210512145359_0023_t3.415.Still005.tif,20210512145359,5,23,C,20,,,,,,,,,
B009C0005_20210512145359_0024_t1.645.Still005.tif,20210512145359,5,24,C,20,,,,,,,,,
B009C0005_20210512145359_0024_t2.285.Still005.tif,20210512145359,5,24,C,20,,,,,,,,,
B009C0005_20210512145359_0024_t3.298.Still005.tif,20210512145359,5,24,C,undetermined,,,,,,,,,
B009C0005_20210512145359_0025_t1.464.Still005.tif,20210512145359,5,25,C,12,,,,,,,,,
B009C0005_20210512145359_0026_t2.417.Still005.tif,20210512145359,5,26,C,undetermined,,,,,,,,,
